,Way_Id,Nod_ref,Tags
15695,421718250,"['4214738375', '4214738376', '4214738377', '4214738378', '4214738379', '4214738380', '4214738381', '4214738382', '4214738375']","{'name': 'Parque Albayda', 'leisure': 'park'}"
15696,421718252,"['4214738383', '4214738384', '4214738385', '4214738386', '4214738383']",{'leisure': 'playground'}
15697,421718253,"['4214738387', '4214738388', '4214738389', '4214738390', '4214738387']",{'leisure': 'dog_park'}
15698,421718254,"['4214738392', '4214738393', '4214738394', '4214738395', '4214738396', '4214738397', '4214738398', '4214738399', '4214738400', '4214738401', '4214738402', '4214738392']",{'leisure': 'playground'}
15699,421718255,"['4214738404', '4214738405', '4214738406', '4214738407', '4214738408', '4214738409', '4214738410', '4214738404']",{'leisure': 'playground'}
15700,421718256,"['4214738411', '4214738431', '4214738412', '4214738430', '4214738413', '4214738414', '4214738415', '4214738416', '4214738417', '4214738418', '4214738419', '4214738420', '4214738421', '4214738422', '4214738423', '4214738424', '4214738425', '4214738426', '4272682541', '4214738427', '4214738428', '4214738429', '4214738411']","{'name': 'Parque Serrallo', 'leisure': 'park', 'barrier': 'wall'}"
15701,421718257,"['4214738433', '4214738447', '4214738448', '4214738434', '4214738445', '4214738435', '4214738436', '4214738446', '3978391659', '4214738433']","{'amenity': 'park', 'bicycle': 'yes', 'foot': 'yes', 'barrier': 'fence', 'highway': 'footway', 'name': 'Parque Primavera', 'area': 'yes'}"
15702,421718258,"['4214738437', '4214738438', '4214738439', '4214738440', '4214738437']",{'leisure': 'playground'}
15703,421718259,"['4214738441', '4214738442', '4214738443', '4214738444', '4214738441']",{'leisure': 'dog_park'}
15704,421718260,"['4214738449', '4214738450', '4214738451', '1449397984', '1449398026', '1449397995', '1449397996', '1423104773', '4214738452', '4214738453', '4214738454', '4214738455', '4214738456', '1518161589', '4214738449']","{'website': 'http://www.granada.org', 'name': 'Palacio Municipal de Quinta Alegre', 'building': 'terrace', 'leisure': 'park'}"
15705,421718261,"['4214738458', '4214738459', '4214738460', '4214738461', '4214738462', '4214738463', '4214738464', '4214738465', '4214738466', '4214738467', '4214738458']","{'amenity': 'music_venue', 'building': 'public', 'name': 'Quisco de la Música'}"
15706,421846007,"['4215833981', '4215833982', '4215833983', '4215833984', '4215833985', '4215833986', '4215833987', '4215833988', '4215841889', '4215841890', '4215841891', '4214738329', '4214738328', '4214738370', '4215833981']","{'addr:city': 'Granada', 'amenity': 'library', 'website': 'http://casamolino.org', 'operator': 'Diputación de Granada', 'addr:street': 'Cuesta Molinos', 'name': 'Casa Molino Ángel Ganivet - Centro Provincial de Documentación', 'opening_hours': 'Lunes-Viernes: 9:00-14:00', 'building': 'yes', 'addr:postcode': '18008', 'addr:housenumber': '9'}"
15707,421846008,"['4214738358', '4324280624', '4324280623', '4324280628', '4324337649', '4324280666', '4324280664', '4214738353', '4214738354', '4214738355', '4214738356', '4214738357', '4214738358']",{'building': 'yes'}
15708,421846009,"['4215841893', '4215841894', '4215841895', '4215841896', '4215841897', '4215841898', '4215841899', '4215841900', '4215841901', '4215841893']",{'building': 'yes'}
15709,421846010,"['4215841902', '4215841903', '4215841904', '4215841905', '4215841902']",{'building': 'yes'}
15710,421846011,"['4215841906', '4215841907', '4215841908', '4215841909', '4215841906']",{'building': 'yes'}
15711,421846012,"['4215841910', '4215841911', '4215841912', '4215841913', '4215841914', '4215841915', '4215841916', '4215841917', '4215841918', '4215841919', '4215841920', '4215841921', '4215841910']","{'place': 'square', 'area': 'yes'}"
15712,423971589,"['4234692280', '4234692282']",{'barrier': 'wall'}
15713,423971590,"['4234692290', '4234692296']",{'barrier': 'wall'}
15714,423971591,"['4234692265', '4234692263', '4234692259', '4234692261']",{'barrier': 'wall'}
15715,423971592,"['4234692331', '4234692330', '4234692328', '4234692329', '4234692331']",{}
15716,423971593,"['2073642033', '4234692276', '4234692278', '4234692279', '4234692281']",{'barrier': 'wall'}
15717,423971594,"['206269596', '1116178320', '206269593', '1116178315', '206269594', '206269584']","{'name': 'Calle San Gregorio Alto', 'highway': 'residential', 'access': 'destination'}"
15718,423971595,"['4234692222', '4234692232', '4234692230', '4234692228', '4234692224', '4234692226', '4234692223', '4234692214', '4234692218', '4234692216', '4234692222']",{'building': 'yes'}
15719,423971596,"['4234692243', '4234692251', '4234692248', '4234692246', '4234692244', '4234692242', '4234692217', '4234692227', '4234692222', '4234692216', '4234692212', '4234692209', '4234692243']",{'building': 'yes'}
15720,423971597,"['4234692233', '4234692236', '4234692238', '4234692239', '4234692237', '4234692235', '4234692234', '4234692231', '4234692229', '4234692226', '4234692224', '4234692228', '4234692230', '4234692232', '4234692233']",{'building': 'yes'}
15721,423971598,"['4234692248', '4234692253', '4234692250', '4234692246', '4234692248']",{'building': 'yes'}
15722,423971599,"['4234692220', '4234692221', '4234692219', '4234692215', '4234692220']",{'building': 'yes'}
15723,423971600,"['4234692252', '4234692247', '4234692245', '4234692249', '4234692252']",{'building': 'yes'}
15724,423971601,"['4234692209', '4234692207', '4234692210', '4234692212', '4234692209']",{'building': 'yes'}
15725,423971602,"['4234692308', '4234692305', '4234692300', '4234692302', '4234692306', '4234692303', '4234692308']",{'building': 'yes'}
15726,423971603,"['4234692233', '4234692240', '4234692241', '4234692239', '4234692238', '4234692236', '4234692233']",{'building': 'yes'}
15727,423971604,"['4234692218', '4234692214', '4234692213', '4234692208', '4234692210', '4234692212', '4234692216', '4234692218']",{'building': 'yes'}
15728,423971605,"['4234692323', '4234692326', '4234692327', '4234692310', '4234692306', '4234692302', '4234692315', '4234692317', '4234692323']",{'building': 'yes'}
15729,423971606,"['4234692253', '4234692254', '4234692256', '4234692258', '4234692257', '4234692255', '4234692252', '4234692249', '4234692250', '4234692253']",{'building': 'yes'}
15730,423971607,"['4234692271', '4234692272', '4234692270', '4234692269', '4234692271']","{'name': 'Placeta Capellanes', 'highway': 'pedestrian', 'area': 'yes'}"
15731,423971608,"['21293514', '4234692198']",{'highway': 'track'}
15732,423971609,"['4234692198', '4234692199']",{'highway': 'steps'}
15733,423971610,"['1668887039', '4234692283', '4234692284', '4234692285', '4234692286', '1668887043', '4234692289', '4234692295', '4234692294', '4234692288', '4234692291', '4234692292', '4234692293', '4234692297', '4234692299', '4234692301', '4234692304', '4234692309', '4234692313', '4234692318', '4234692322', '4234692325', '4234692324', '4234692321', '4234692316', '4234692311', '4234692312', '4234692314']","{'highway': 'track', 'tracktype': 'grade5'}"
15734,423971611,"['4234692211', '4234692203', '4234692201']",{'highway': 'footway'}
15735,423971612,"['1072845545', '4234692194', '4234692211']",{'highway': 'service'}
15736,423971613,"['4234692211', '4234692225', '4234692206', '4234692203', '4234692197', '4234692205', '4234692211']",{'highway': 'footway'}
15737,424687911,"['4240797109', '4240797110', '4240797111', '4240797112', '4240797109']",{'building': 'yes'}
15738,424687912,"['4240797113', '4240797114', '4240797115', '4240797116', '4240797113']",{'building': 'yes'}
15739,424687913,"['4240797117', '4240797118', '4240797119', '4240797120', '4240797121', '4240797122', '4240797117']",{'building': 'yes'}
15740,424687914,"['4240797123', '4240797124', '4240797125', '4240797126', '4240797123']",{'building': 'yes'}
15741,424687915,"['4240797127', '4240797128', '4240797129', '4240797130', '4240797131', '4240797132', '4240797133', '4240797134', '4240797135', '4240797136', '4240797137', '4240797138', '4240797139', '4240797140', '4240797141', '4240797142', '4240797143', '4240797144', '4240797145', '4240797146', '4240797147', '4240797148', '4240797149', '4240797150', '4240797151', '4240797152', '4240797153', '4240797154', '4240797127']",{'building': 'yes'}
15742,424687916,"['4240797155', '4240797156', '4240797157', '4240797158', '4240797155']",{'building': 'yes'}
15743,424687917,"['4240797159', '4240797160', '4240797161', '4240797162', '4240797159']",{'building': 'yes'}
15744,424687918,"['4240797163', '4240797164', '4240797165', '4240797166', '4240797163']",{'building': 'yes'}
15745,424687919,"['4240797167', '4240797168', '4240797169', '4240797170', '4240797171', '4240797172', '4240797167']",{'building': 'yes'}
15746,424687920,"['4240797173', '4240797174', '4240797175', '4240797176', '4240797177', '4240797178', '4240797179', '4240797173']",{'building': 'yes'}
15747,424687921,"['4240797180', '4240797181', '4240797182', '4240797183', '4240797180']",{'building': 'yes'}
15748,424687922,"['4240797184', '4240797185', '4240797186', '4240797187', '4240797184']",{'building': 'yes'}
15749,424687923,"['4240797188', '4240798989', '4240798990', '4240798991', '4240797188']",{'building': 'yes'}
15750,424687924,"['559918944', '4240798992', '4240798993', '4240798994', '1519420682', '4240798995', '4240798996', '4240798997', '4240798998', '4240798999', '1332227319', '559918944']","{'website': 'http://www.manueldefalla.org', 'amenity': 'theatre', 'addr:street': 'Paseo de los Mártires', 'operator': 'Ayuntamiento de Granada', 'name': 'Auditorio Manuel de Falla', 'building': 'yes'}"
15751,424687925,"['4240799001', '4240799002', '4240799003', '4240799004', '4240799005', '4240799006', '4240799007', '4240799008', '4240799001']","{'addr:city': 'Granada', 'name': 'Palacio de los Córdova', 'leisure': 'garden', 'addr:street': 'Cuesta del Chapiz', 'operator': 'Ayuntamiento de Granada'}"
15752,424687926,"['4240799009', '4240799010', '4240799011', '4240799012', '4240799013', '4240799014', '4240799015', '4240799016', '4240799017', '4240799018', '4240799019', '4240799020', '4240799021', '4240799022', '4240799023', '4240799009']","{'name': 'Palacio de los Córdova', 'historic': 'monument', 'operator': 'Ayuntamiento de Granada'}"
15753,425842666,"['4251663756', '4251663757', '4251663758', '4251663759', '4251663756']",{'leisure': 'garden'}
15754,425842667,"['4251663760', '4251663761', '4251663762', '4251663763', '4251663760']",{'leisure': 'swimming_pool'}
15755,425842669,"['4251663764', '4251663765', '4251663766', '4251663767', '4251663764']",{'leisure': 'pitch'}
15756,425842670,"['4251663768', '4251663769', '4251663770', '4251663771']",{'highway': 'path'}
15757,425842672,"['4251663771', '4251663772', '4251663787', '4251663773', '4251663774', '4251663775', '4251663776', '4251663777', '4251663778', '4251663779', '4251663780']",{'highway': 'path'}
15758,425842673,"['4251663771', '4251663781', '4251663782', '4251663783', '4251663784', '4251663785', '4251663786']",{'highway': 'path'}
15759,425842674,"['4251663787', '4251663788', '4251666889', '4251666890']",{'highway': 'path'}
15760,425842676,"['4251663781', '4251666891', '4251666892', '4251666893', '1819952798']",{'highway': 'path'}
15761,426140488,"['4254514771', '4254514772', '4254514773', '4254514774', '4254514775', '4254514771']",{'building': 'yes'}
15762,426140489,"['4254514776', '4254514777', '4254514778', '4254514779', '4254514776']",{'building': 'yes'}
15763,426140490,"['4254514780', '4254514781', '4254514782', '4254514783', '4254514780']",{'building': 'yes'}
15764,426140491,"['4254514784', '4254514785', '4254514786', '4254514787', '4254514784']",{'building': 'yes'}
15765,426140492,"['4254514788', '4254514889', '4254514890', '4254514891', '4254514788']",{'building': 'yes'}
15766,426140493,"['4254514892', '4254514893', '4254514894', '4254514895', '4254514892']",{'building': 'yes'}
15767,426140494,"['4254514896', '4254514897', '4254514898', '4254514899', '4254514896']",{'building': 'yes'}
15768,426140495,"['4254514900', '4254514901', '4254514902', '4254514903', '4254514900']",{'building': 'yes'}
15769,426140496,"['4254514904', '4254514905', '4254514906', '4254514907', '4254514904']",{'building': 'yes'}
15770,426140497,"['4254514908', '4254514909', '4254514910', '4254514911', '4254514908']",{'building': 'yes'}
15771,426140498,"['4254514912', '4254514913', '4254514914', '4254514915', '4254514912']",{'building': 'yes'}
15772,426140499,"['4254514916', '4254514917', '4254514918', '4254514919', '4254514916']",{'building': 'yes'}
15773,426140500,"['4254514920', '4254514921', '4254514922', '4254514923', '4254514920']",{'building': 'yes'}
15774,426140501,"['4254514924', '4254514925', '4254514926', '4254514927', '4254514928', '4254514929', '4254514924']",{'building': 'yes'}
15775,426140502,"['4254514930', '4254514931', '4254514932', '4254514933', '4254514934', '4254514935', '4254514936', '4254514937', '4254514938', '4254514930']",{'building': 'yes'}
15776,426140503,"['4254514939', '4254514940', '4254514941', '4254514942', '4254514939']",{'building': 'yes'}
15777,426140504,"['4254514943', '4254514944', '4254514945', '4254514946', '4254514943']",{'building': 'yes'}
15778,426140505,"['4254514947', '4254514948', '4254514949', '4254514950', '4254514947']",{'building': 'yes'}
15779,426140506,"['4254514951', '4254514952', '4254514953', '4254514954', '4254514951']",{'building': 'yes'}
15780,426140507,"['4254514955', '4254514956', '4254514957', '4254514958', '4254514959', '4254514960', '4254514955']",{'building': 'yes'}
15781,426140508,"['4254514961', '4254514962', '4254514963', '4254514964', '4254514961']",{'building': 'yes'}
15782,426140509,"['4254514965', '4254514966', '4254514967', '4254514968', '4254514969', '4254514970', '4254514965']",{'building': 'yes'}
15783,426140511,"['4254514971', '4254514972', '4254514973', '4254514974', '4254514975', '4254514971']",{'building': 'yes'}
15784,426140513,"['4254514976', '4254514977', '4254514978', '4254514979', '4254514976']",{'building': 'yes'}
15785,426140515,"['4204837899', '4254514980', '4254514981', '4254514984', '4254514982', '4254514983', '4204837900', '4204837899']",{'building': 'yes'}
15786,426140517,"['4254514984', '4254514985', '4254514986', '4254514987', '4254514982', '4254514984']",{'building': 'yes'}
15787,426140519,"['4254514988', '4254514989', '4254514990', '4254514991', '4254514988']",{'building': 'yes'}
15788,426140521,"['4254514992', '4254514993', '4254514994', '4254514995', '4254514996', '4254514997', '4254514998', '4254514999', '4254514992']",{'building': 'yes'}
15789,426140522,"['4254515001', '4254515002', '4254515003', '4254515004', '4254515001']",{'leisure': 'swimming_pool'}
15790,426140524,"['4254515005', '4254515006', '4254515007', '4254515008', '4254515005']",{'leisure': 'pitch'}
